file,field,status,legacy,v2
3boamp2642106-2026-acquisition-mise-oeuvre.html,title,match,Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile,Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile
3boamp2642106-2026-acquisition-mise-oeuvre.html,buyer,only_legacy,Association ASF Vacances,
3boamp2642106-2026-acquisition-mise-oeuvre.html,cpv,both_empty,[],[]
3boamp2642106-2026-acquisition-mise-oeuvre.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/288908-2026
3boamp2642106-2026-acquisition-mise-oeuvre.html,location,only_v2,,officiels de l’organisme acheteur public
3boamp2642106-2026-acquisition-mise-oeuvre.html,procedure_type,only_v2,,Ouverte
3boamp2642106-2026-acquisition-mise-oeuvre.html,contract_nature,only_v2,,Services
3boamp2642106-2026-acquisition-mise-oeuvre.html,date_limite,only_v2,,2026-06-05T00:00:00
3boamp2642106-2026-acquisition-mise-oeuvre.html,duree_mois,both_empty,,
3boamp2642106-2026-acquisition-mise-oeuvre.html,estimation_eur,only_v2,,171.0
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,status,diff,1,2
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,reference,diff,3/boamp/2642682,3boamp2642682-2026-renouvellement-maintenance-serveurs
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,title,match,Renouvellement et maintenance des serveurs de sauvegarde et prestations associées,Renouvellement et maintenance des serveurs de sauvegarde et prestations associées
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,buyer,only_legacy,SICIO,
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,cpv,both_empty,[],[]
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/294682-2026
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,location,only_v2,,officiels de l’organisme acheteur public
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,procedure_type,only_v2,,Ouverte
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,contract_nature,only_v2,,Services
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,date_limite,only_v2,,2026-06-04T00:00:00
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,duree_mois,both_empty,,
3boamp2642682-2026-renouvellement-maintenance-serveurs.html,estimation_eur,only_v2,,171.0
3boamp2643374-2026-refonte-site-internet.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2643374-2026-refonte-site-internet.html,status,diff,1,2
3boamp2643374-2026-refonte-site-internet.html,reference,only_legacy,3/boamp/2643374,
3boamp2643374-2026-refonte-site-internet.html,title,only_legacy,REFONTE DU SITE INTERNET DE L'ACADEMIE FRANCAISE - HEBERGEMENT - MAINTENANCE,
3boamp2643374-2026-refonte-site-internet.html,buyer,diff,ACADEMIE FRANCAISE,Nom complet de l'acheteur
3boamp2643374-2026-refonte-site-internet.html,cpv,both_empty,[],[]
3boamp2643374-2026-refonte-site-internet.html,url_source,both_empty,,
3boamp2643374-2026-refonte-site-internet.html,location,only_v2,,"Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider"
3boamp2643374-2026-refonte-site-internet.html,procedure_type,only_v2,,Procédure adaptée
3boamp2643374-2026-refonte-site-internet.html,contract_nature,only_v2,,Services
3boamp2643374-2026-refonte-site-internet.html,date_limite,both_empty,,
3boamp2643374-2026-refonte-site-internet.html,duree_mois,both_empty,,
3boamp2643374-2026-refonte-site-internet.html,estimation_eur,both_empty,,
3boamp2643609-2026-prestations-services-informatiques.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2643609-2026-prestations-services-informatiques.html,status,diff,1,2
3boamp2643609-2026-prestations-services-informatiques.html,reference,only_legacy,3/boamp/2643609,
3boamp2643609-2026-prestations-services-informatiques.html,title,only_legacy,Prestations de services informatiques pour le développement et la maintenance des outils informatiques du GCS UniHA,
3boamp2643609-2026-prestations-services-informatiques.html,buyer,diff,GCS-UNIHA,1.1
3boamp2643609-2026-prestations-services-informatiques.html,cpv,both_empty,[],[]
3boamp2643609-2026-prestations-services-informatiques.html,url_source,both_empty,,
3boamp2643609-2026-prestations-services-informatiques.html,location,both_empty,,
3boamp2643609-2026-prestations-services-informatiques.html,procedure_type,only_v2,,Ouverte
3boamp2643609-2026-prestations-services-informatiques.html,contract_nature,only_v2,,Services
3boamp2643609-2026-prestations-services-informatiques.html,date_limite,both_empty,,
3boamp2643609-2026-prestations-services-informatiques.html,duree_mois,both_empty,,
3boamp2643609-2026-prestations-services-informatiques.html,estimation_eur,both_empty,,
3boamp2644098-2026-prestations-conseil-collecte.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2644098-2026-prestations-conseil-collecte.html,status,diff,1,2
3boamp2644098-2026-prestations-conseil-collecte.html,reference,diff,3/boamp/2644098,3boamp2644098-2026-prestations-conseil-collecte
3boamp2644098-2026-prestations-conseil-collecte.html,title,match,"Prestations de conseil, de collecte, de développement, d'exploitation de données pour le Data Office","Prestations de conseil, de collecte, de développement, d'exploitation de données pour le Data Office"
3boamp2644098-2026-prestations-conseil-collecte.html,buyer,only_legacy,Organisation qui passe un marché subventionné par un pouvoir adjudicateur,
3boamp2644098-2026-prestations-conseil-collecte.html,cpv,both_empty,[],[]
3boamp2644098-2026-prestations-conseil-collecte.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/302559-2026
3boamp2644098-2026-prestations-conseil-collecte.html,location,only_v2,,officiels de l’organisme acheteur public
3boamp2644098-2026-prestations-conseil-collecte.html,procedure_type,only_v2,,Ouverte
3boamp2644098-2026-prestations-conseil-collecte.html,contract_nature,only_v2,,Services
3boamp2644098-2026-prestations-conseil-collecte.html,date_limite,only_v2,,2026-06-03T00:00:00
3boamp2644098-2026-prestations-conseil-collecte.html,duree_mois,both_empty,,
3boamp2644098-2026-prestations-conseil-collecte.html,estimation_eur,only_v2,,171.0
3boamp2644226-2026-assistance-maitrise-oeuvre.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2644226-2026-assistance-maitrise-oeuvre.html,status,diff,1,2
3boamp2644226-2026-assistance-maitrise-oeuvre.html,reference,only_legacy,3/boamp/2644226,
3boamp2644226-2026-assistance-maitrise-oeuvre.html,title,only_legacy,"Assistance à maîtrise d'oeuvre : prestations d'expertise, de développements informatiques et d'assistance technique",
3boamp2644226-2026-assistance-maitrise-oeuvre.html,buyer,diff,INSTITUT FRANCAIS DUCHEVAL ET DE L'EQUITATION,1.1
3boamp2644226-2026-assistance-maitrise-oeuvre.html,cpv,both_empty,[],[]
3boamp2644226-2026-assistance-maitrise-oeuvre.html,url_source,both_empty,,
3boamp2644226-2026-assistance-maitrise-oeuvre.html,location,both_empty,,
3boamp2644226-2026-assistance-maitrise-oeuvre.html,procedure_type,only_v2,,Ouverte
3boamp2644226-2026-assistance-maitrise-oeuvre.html,contract_nature,only_v2,,Services
3boamp2644226-2026-assistance-maitrise-oeuvre.html,date_limite,both_empty,,
3boamp2644226-2026-assistance-maitrise-oeuvre.html,duree_mois,both_empty,,
3boamp2644226-2026-assistance-maitrise-oeuvre.html,estimation_eur,only_v2,,2000000.0
3boamp2644837-2026-systeme-information-dpsm.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2644837-2026-systeme-information-dpsm.html,status,diff,1,2
3boamp2644837-2026-systeme-information-dpsm.html,reference,diff,3/boamp/2644837,3boamp2644837-2026-systeme-information-dpsm
3boamp2644837-2026-systeme-information-dpsm.html,title,match,TMA - TME DU SYSTEME D'INFORMATION DU DPSM,TMA - TME DU SYSTEME D'INFORMATION DU DPSM
3boamp2644837-2026-systeme-information-dpsm.html,buyer,only_legacy,Bureau de Recherche en Géologie Minière (BRGM),
3boamp2644837-2026-systeme-information-dpsm.html,cpv,both_empty,[],[]
3boamp2644837-2026-systeme-information-dpsm.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/309435-2026
3boamp2644837-2026-systeme-information-dpsm.html,location,only_v2,,officiels de l’organisme acheteur public
3boamp2644837-2026-systeme-information-dpsm.html,procedure_type,only_v2,,Ouverte
3boamp2644837-2026-systeme-information-dpsm.html,contract_nature,only_v2,,Services
3boamp2644837-2026-systeme-information-dpsm.html,date_limite,only_v2,,2026-06-05T00:00:00
3boamp2644837-2026-systeme-information-dpsm.html,duree_mois,both_empty,,
3boamp2644837-2026-systeme-information-dpsm.html,estimation_eur,only_v2,,171.0
3boamp2646966-2026-present-marche-pour?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2646966-2026-present-marche-pour?q=72200000.html,status,diff,1,2
3boamp2646966-2026-present-marche-pour?q=72200000.html,reference,only_legacy,3/boamp/2646966,
3boamp2646966-2026-present-marche-pour?q=72200000.html,title,only_legacy,Le présent marché a pour objet des prestations de maintien en condition opérationnelle de l'architecture technique de stockage de données et virtualisation de la HAS et des prestations associées.,
3boamp2646966-2026-present-marche-pour?q=72200000.html,buyer,diff,2026-04,1.1
3boamp2646966-2026-present-marche-pour?q=72200000.html,cpv,both_empty,[],[]
3boamp2646966-2026-present-marche-pour?q=72200000.html,url_source,both_empty,,
3boamp2646966-2026-present-marche-pour?q=72200000.html,location,both_empty,,
3boamp2646966-2026-present-marche-pour?q=72200000.html,procedure_type,only_v2,,Restreinte
3boamp2646966-2026-present-marche-pour?q=72200000.html,contract_nature,only_v2,,Services
3boamp2646966-2026-present-marche-pour?q=72200000.html,date_limite,both_empty,,
3boamp2646966-2026-present-marche-pour?q=72200000.html,duree_mois,both_empty,,
3boamp2646966-2026-present-marche-pour?q=72200000.html,estimation_eur,only_v2,,440000.0
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,status,diff,1,2
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,reference,diff,3/boamp/2647530,3boamp2647530-2026-missions-infogerance-systemes?q=72200000
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,title,match,MISSIONS D'INFOGERANCE DE SYSTEMES D'INFORMATION,MISSIONS D'INFOGERANCE DE SYSTEMES D'INFORMATION
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,buyer,only_legacy,Syndicat des énergies et de l'aménagement numérique de la Haute-Savoie (SYANE),
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,cpv,both_empty,[],[]
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/327362-2026
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,procedure_type,only_v2,,Négociée avec publication préalable d’un appel à la concurrence / concurrentielle avec négociation
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,contract_nature,only_v2,,Services
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,date_limite,only_v2,,2026-06-11T00:00:00
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,duree_mois,both_empty,,
3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,estimation_eur,only_v2,,171.0
3boamp2647639-2026-mise-place-outil?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
3boamp2647639-2026-mise-place-outil?q=72200000.html,status,diff,1,2
3boamp2647639-2026-mise-place-outil?q=72200000.html,reference,only_legacy,3/boamp/2647639,
3boamp2647639-2026-mise-place-outil?q=72200000.html,title,only_legacy,MIse en place d'un outil conversationnel (chatbot).,
3boamp2647639-2026-mise-place-outil?q=72200000.html,buyer,diff,Tribunal admnistratif Cergy-Pontoise,1.1
3boamp2647639-2026-mise-place-outil?q=72200000.html,cpv,both_empty,[],[]
3boamp2647639-2026-mise-place-outil?q=72200000.html,url_source,both_empty,,
3boamp2647639-2026-mise-place-outil?q=72200000.html,location,both_empty,,
3boamp2647639-2026-mise-place-outil?q=72200000.html,procedure_type,only_v2,,Ouverte
3boamp2647639-2026-mise-place-outil?q=72200000.html,contract_nature,only_v2,,Services
3boamp2647639-2026-mise-place-outil?q=72200000.html,date_limite,both_empty,,
3boamp2647639-2026-mise-place-outil?q=72200000.html,duree_mois,both_empty,,
3boamp2647639-2026-mise-place-outil?q=72200000.html,estimation_eur,both_empty,,
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,source_type,match,FRANCE_MARCHES,FRANCE_MARCHES
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,status,diff,1,2
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,reference,diff,3/boamp/2648308,3boamp2648308-2026-prestation-reseau-cloud
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,title,diff,Prestation IT : Réseau \\\/ Cloud \\\/ Sécurité,Prestation IT : Réseau / Cloud / Sécurité
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,buyer,match,SPL P.A.R.S.E.F,SPL P.A.R.S.E.F
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,cpv,both_empty,[],[]
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,url_source,only_v2,,https://www.francemarches.com/appel-offre/3boamp2648308-2026-prestation-reseau-cloud
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,location,only_v2,,(77) Seine-et-Marne
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,procedure_type,only_v2,,Procédure adaptée
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,contract_nature,only_v2,,Services
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,date_limite,both_empty,,
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,duree_mois,both_empty,,
3boamp2648308-2026-prestation-reseau-cloud?q=72200000.html,estimation_eur,both_empty,,
DAF_2025_001001.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
DAF_2025_001001.html,status,match,2,2
DAF_2025_001001.html,reference,only_v2,,DAF_2025_001001
DAF_2025_001001.html,title,match,Prestations d'assistance et d'expertise pour la migration et le déploiement des systèmes d'information vers le cloud au profit du Centre Spécialisé Cloud du MINARM,Prestations d'assistance et d'expertise pour la migration et le déploiement des systèmes d'information vers le cloud au profit du Centre Spécialisé Cloud du MINARM
DAF_2025_001001.html,buyer,diff,MINDEF/DIRISI/Bureau Marchés.,MINDEF/DIRISI/Bureau Marchés
DAF_2025_001001.html,cpv,only_legacy,"['32786617', '17770704', '15000136', '01562033', '72220000']",[]
DAF_2025_001001.html,url_source,only_v2,,https://www.marchesonline.com/appels-offres/avis/prestations-d-assistance-et-d-expertise-pour-la-migrati/ao-9591946-1
DAF_2025_001001.html,location,diff,Le Kremlin-Bicêtre (94270) - Val-de-Marne ( FR107 ),94 - MINISTERE DES ARMEES
DAF_2025_001001.html,procedure_type,match,Négociée avec publication préalable d'un appel à la concurrence / concurrentielle avec négociation,Négociée avec publication préalable d'un appel à la concurrence / concurrentielle avec négociation
DAF_2025_001001.html,contract_nature,match,Services,Services
DAF_2025_001001.html,date_limite,match,2026-05-26T00:00:00,2026-05-26T00:00:00
DAF_2025_001001.html,duree_mois,only_legacy,66,
DAF_2025_001001.html,estimation_eur,only_legacy,18025000.0,
DDA.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
DDA.html,status,match,2,2
DDA.html,reference,only_v2,,DDA
DDA.html,title,match,Accord-cadre Infrastructure hyperconvergée et VDI (Virtual Desktop Infrastructure),Accord-cadre Infrastructure hyperconvergée et VDI (Virtual Desktop Infrastructure)
DDA.html,buyer,match,Compagnie Nationale du Rhône,Compagnie Nationale du Rhône
DDA.html,cpv,only_legacy,"['72600000', '17690111', '06838919', '48820000', '72263000']",[]
DDA.html,url_source,only_v2,,https://www.marchesonline.com/appels-offres/avis/accord-cadre-infrastructure-hyperconvergee-et-vdi-vir/ao-9598475-1
DDA.html,location,diff,Lyon (69004) - Rhône (FRK26),69 - LYON
DDA.html,procedure_type,match,Négociée avec publication préalable d'un appel à la concurrence / concurrentielle avec négociation,Négociée avec publication préalable d'un appel à la concurrence / concurrentielle avec négociation
DDA.html,contract_nature,only_v2,,Services
DDA.html,date_limite,match,2026-06-10T00:00:00,2026-06-10T00:00:00
DDA.html,duree_mois,both_empty,,
DDA.html,estimation_eur,both_empty,,
Lot.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
Lot.html,status,match,2,2
Lot.html,reference,only_v2,,Lot
Lot.html,title,match,"Renouvellement du système d'information, virtualisation de serveurs, plateforme de stockage et système de sauvegarde","Renouvellement du système d'information, virtualisation de serveurs, plateforme de stockage et système de sauvegarde"
Lot.html,buyer,match,Le Muretain Agglo,Le Muretain Agglo
Lot.html,cpv,only_legacy,"['48822000', '53446614', '51611100', '58005186', '20006864']",[]
Lot.html,url_source,only_v2,,https://www.marchesonline.com/appels-offres/avis/renouvellement-du-systeme-d-information-virtualisatio/ao-9597894-1
Lot.html,location,diff,MURET Cedex (31601) - Haute-Garonne ( FRJ23 ),31 - MURET
Lot.html,procedure_type,match,Ouverte,Ouverte
Lot.html,contract_nature,match,Fournitures,Fournitures
Lot.html,date_limite,match,2026-06-02T00:00:00,2026-06-02T00:00:00
Lot.html,duree_mois,only_legacy,60,
Lot.html,estimation_eur,both_empty,,
M_3530.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
M_3530.html,status,diff,1,2
M_3530.html,reference,only_legacy,3/boamp/2643609,
M_3530.html,title,only_legacy,Prestations de services informatiques pour le développement et la maintenance des outils informatiques du GCS UniHA,
M_3530.html,buyer,diff,GCS-UNIHA,1.1
M_3530.html,cpv,both_empty,[],[]
M_3530.html,url_source,both_empty,,
M_3530.html,location,both_empty,,
M_3530.html,procedure_type,only_v2,,Ouverte
M_3530.html,contract_nature,only_v2,,Services
M_3530.html,date_limite,both_empty,,
M_3530.html,duree_mois,both_empty,,
M_3530.html,estimation_eur,both_empty,,
ao-9594452-1.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
ao-9594452-1.html,status,diff,1,2
ao-9594452-1.html,reference,match,MO-9594452,MO-9594452
ao-9594452-1.html,title,diff,"Marché de prestations de maintenance d'assistance et d'infogérance du parc informatique, réseau et télécom de l'EPPGHV..","Marché de prestations de maintenance d'assistance et d'infogérance du parc informatique, réseau et télécom de l'EPPGHV"
ao-9594452-1.html,buyer,match,Etablissement Public du Parc et de la Grande Halle de la Villette (EPPGHV),Etablissement Public du Parc et de la Grande Halle de la Villette (EPPGHV)
ao-9594452-1.html,cpv,only_legacy,"['72600000', '72610000', '39140695', '72611000', '17750055']",[]
ao-9594452-1.html,url_source,only_v2,,https://www.marchesonline.com/appels-offres/avis/marche-de-prestations-de-maintenance-d-assistance-et-d/ao-9594452-1
ao-9594452-1.html,location,diff,Paris (75019) - Paris ( FR101 ),75 - EPPGHV
ao-9594452-1.html,procedure_type,match,Ouverte,Ouverte
ao-9594452-1.html,contract_nature,match,Services,Services
ao-9594452-1.html,date_limite,match,2026-06-01T00:00:00,2026-06-01T00:00:00
ao-9594452-1.html,duree_mois,only_legacy,48,
ao-9594452-1.html,estimation_eur,only_legacy,660000.0,
ao-9596025-2.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
ao-9596025-2.html,status,diff,1,2
ao-9596025-2.html,reference,match,MO-9596025,MO-9596025
ao-9596025-2.html,title,diff,Prestations de services informatiques pour le développement et la maintenance des outils informatiques.,Prestations de services informatiques pour le développement et la maintenance des outils informatiques
ao-9596025-2.html,buyer,match,GCS UNIHA,GCS UNIHA
ao-9596025-2.html,cpv,only_legacy,"['17690005', '13000222', '33011143', '72261000', '72200000']",[]
ao-9596025-2.html,url_source,only_v2,,https://www.marchesonline.com/appels-offres/avis/prestations-de-services-informatiques-pour-le-developp/ao-9596025-2
ao-9596025-2.html,location,diff,LYON (69003) - Rhône ( FRK26 ),69 - LYON
ao-9596025-2.html,procedure_type,match,Ouverte,Ouverte
ao-9596025-2.html,contract_nature,match,Services,Services
ao-9596025-2.html,date_limite,match,2026-06-02T00:00:00,2026-06-02T00:00:00
ao-9596025-2.html,duree_mois,only_legacy,48,
ao-9596025-2.html,estimation_eur,only_legacy,900000.0,
ao-9597280-1.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
ao-9597280-1.html,status,diff,1,2
ao-9597280-1.html,reference,match,MO-9597280,MO-9597280
ao-9597280-1.html,title,diff,"Fourniture, mise en oeuvre et maintien en condition opérationnelle de l'infrastructure informatique de CMC.","Fourniture, mise en oeuvre et maintien en condition opérationnelle de l'infrastructure informatique de CMC"
ao-9597280-1.html,buyer,match,Centre Morbihan Communauté,Centre Morbihan Communauté
ao-9597280-1.html,cpv,only_legacy,"['72250000', '20009668', '17350005', '22321282', '48000000']",[]
ao-9597280-1.html,url_source,only_v2,,https://www.marchesonline.com/appels-offres/avis/fourniture-mise-en-oeuvre-et-maintien-en-condition-op/ao-9597280-1
ao-9597280-1.html,location,diff,LOCMINE CEDEX (56503) - Morbihan ( FRH04 ),56 - CC CENTRE MORBIHAN
ao-9597280-1.html,procedure_type,match,Ouverte,Ouverte
ao-9597280-1.html,contract_nature,match,Services,Services
ao-9597280-1.html,date_limite,match,2026-06-02T00:00:00,2026-06-02T00:00:00
ao-9597280-1.html,duree_mois,only_legacy,48,
ao-9597280-1.html,estimation_eur,only_legacy,450000.0,
de.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
de.html,status,match,2,2
de.html,reference,only_v2,,de
de.html,title,diff,Infogérance du système d'information de l'INSEAMM.,Infogérance du système d'information de l'INSEAMM
de.html,buyer,match,ESADMM,ESADMM
de.html,cpv,only_legacy,"['20002920', '72500000']",[]
de.html,url_source,only_v2,,https://www.marchesonline.com/appels-offres/avis/infogerance-du-systeme-d-information-de-l-inseamm/ao-9589316-1
de.html,location,match,13 - MARSEILLE,13 - MARSEILLE
de.html,procedure_type,match,Procédure adaptée ouverte,Procédure adaptée ouverte
de.html,contract_nature,only_v2,,Services
de.html,date_limite,match,2026-05-29T00:00:00,2026-05-29T00:00:00
de.html,duree_mois,both_empty,,
de.html,estimation_eur,both_empty,,
